p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
2.25E-127	0.314441925141514	0.274	0.138	7.4E-123	Squamous Cells	DAP
1.68E-179	0.314368521598116	0.303	0.142	5.51E-175	Squamous Cells	RYBP
1.49E-204	0.313418457407282	0.188	0.056	4.91E-200	Squamous Cells	DIRC2
7.97E-131	0.313320255370254	0.468	0.312	2.62E-126	Squamous Cells	AFDN
6.05E-177	0.312975580440055	0.28	0.126	1.99E-172	Squamous Cells	GLTP
3.03E-134	0.312737868202059	0.383	0.224	9.95E-130	Squamous Cells	VMP1
3.55E-112	0.312455100823859	0.303	0.167	1.17E-107	Squamous Cells	IDI1
1.64E-175	0.311592945221607	0.284	0.129	5.39E-171	Squamous Cells	BZW1
6.15E-127	0.311445349101564	0.315	0.172	2.02E-122	Squamous Cells	TMEM50A
1.87E-215	0.311286473864319	0.416	0.219	6.15E-211	Squamous Cells	HSPB1
1.61E-113	0.31099049812431	0.374	0.229	5.28E-109	Squamous Cells	YTHDC1
4.54E-78	0.310468956269881	0.432	0.307	1.49E-73	Squamous Cells	GOLM1
2.95E-261	0.309935731723929	0.208	0.058	9.69E-257	Squamous Cells	MYD88
7.73E-137	0.309830459769197	0.279	0.139	2.54E-132	Squamous Cells	CXXC5
8.47E-99	0.30899073175279	0.432	0.292	2.78E-94	Squamous Cells	ACTN4
4.41E-163	0.308833746101255	0.299	0.151	1.45E-158	Squamous Cells	SWAP70
5.11E-160	0.308734118138312	0.294	0.143	1.68E-155	Squamous Cells	YWHAG
3.62E-181	0.308480260631207	0.195	0.066	1.19E-176	Squamous Cells	AVPI1
1.04E-195	0.308457960717188	0.228	0.083	3.43E-191	Squamous Cells	CDK16
2.76E-177	0.307958939976625	0.295	0.139	9.09E-173	Squamous Cells	NAA50
4.99E-224	0.307825138671496	0.272	0.109	1.64E-219	Squamous Cells	CTTNBP2NL
1.1E-68	0.307744155976687	0.298	0.189	3.62E-64	Squamous Cells	PTPN13
2.15E-285	0.307513415565706	0.912	0.739	7.05E-281	Squamous Cells	B2M
1.85E-132	0.307347288398083	0.332	0.19	6.09E-128	Squamous Cells	RAD21
1.02E-125	0.306864175279076	0.305	0.164	3.37E-121	Squamous Cells	PPP2R2A
2.08E-90	0.306325092411918	0.338	0.21	6.84E-86	Squamous Cells	EFHD2
0	0.30565083693727	0.128	0.006	0	Squamous Cells	LY6K
2.79E-174	0.305416685328942	0.221	0.086	9.16E-170	Squamous Cells	KLHL21
4.4E-167	0.305363196528646	0.401	0.236	1.45E-162	Squamous Cells	CFL1
4.79E-194	0.304073922078167	0.245	0.095	1.57E-189	Squamous Cells	SUPT4H1
5.74E-270	0.303735303986432	0.191	0.048	1.89E-265	Squamous Cells	RAB27B
1.7E-100	0.302337133114215	0.259	0.144	5.6E-96	Squamous Cells	SH2D4A
1.01E-96	0.302288491168768	0.511	0.366	3.31E-92	Squamous Cells	FAM107B
2.48E-176	0.302014040369877	0.267	0.116	8.17E-172	Squamous Cells	N4BP1
1.16E-107	0.301817283651702	0.273	0.15	3.81E-103	Squamous Cells	PLSCR1
1.27E-140	0.301590245428905	0.284	0.148	4.18E-136	Squamous Cells	ARRDC3
1.39E-102	0.301540798173822	0.478	0.328	4.58E-98	Squamous Cells	CSDE1
6.34E-113	0.30132689305337	0.286	0.154	2.08E-108	Squamous Cells	FAM102A
1.50210778305114e-319	0.299346897761162	0.153	0.022	4.93757849366741e-315	Squamous Cells	VGLL1
1.7E-223	0.299154377917163	0.255	0.097	5.6E-219	Squamous Cells	QKI
8.16E-131	0.298645067729086	0.318	0.177	2.68E-126	Squamous Cells	PLEKHB2
1.09E-134	0.298454580217343	0.256	0.122	3.58E-130	Squamous Cells	CLPX
2.66E-129	0.298016683513893	0.282	0.143	8.73E-125	Squamous Cells	TIPARP
0	0.297626386935024	0.118	0.011	0	Squamous Cells	ANXA9
6.29E-205	0.297224783181569	0.229	0.084	2.07E-200	Squamous Cells	MAPK3
7.9E-191	0.297034637689378	0.222	0.081	2.6E-186	Squamous Cells	CAPN5
5.38E-221	0.296966808131196	0.187	0.052	1.77E-216	Squamous Cells	RHOD
1.8E-114	0.296710939401472	0.267	0.138	5.93E-110	Squamous Cells	PELI1
2.18E-129	0.29624775625783	0.214	0.094	7.16E-125	Squamous Cells	HIST2H2BE
8.94E-194	0.296049173952565	0.177	0.052	2.94E-189	Squamous Cells	ABHD17C
5.92E-239	0.295933903784851	0.205	0.06	1.95E-234	Squamous Cells	C9orf16
8.15E-168	0.295325388015236	0.224	0.088	2.68E-163	Squamous Cells	RNF103
8.41E-215	0.294490346288064	0.23	0.082	2.76E-210	Squamous Cells	EHD1
4.57E-177	0.294377763685514	0.196	0.068	1.5E-172	Squamous Cells	FAM84B
9.07E-147	0.293972103553551	0.21	0.086	2.98E-142	Squamous Cells	RFK
0	0.293828403240702	0.157	0.02	0	Squamous Cells	PLEKHF1
7.88E-99	0.293815265037784	0.229	0.117	2.59E-94	Squamous Cells	RIPK4
6.98E-165	0.293494194844043	0.266	0.122	2.29E-160	Squamous Cells	WBP2
2.85E-224	0.293344604744745	0.301	0.134	9.37E-220	Squamous Cells	TMED3
1.56E-147	0.293211696111708	0.279	0.137	5.14E-143	Squamous Cells	7-Mar
1.84E-199	0.293154708620327	0.232	0.087	6.05E-195	Squamous Cells	TAB3
9.49E-135	0.292940755316369	0.27	0.132	3.12E-130	Squamous Cells	BACE2
1.58E-91	0.292807721869093	0.603	0.461	5.18E-87	Squamous Cells	MUC4
7.89E-208	0.292162733560316	0.181	0.053	2.59E-203	Squamous Cells	C4orf19
8.61E-142	0.29201953656331	0.274	0.135	2.83E-137	Squamous Cells	FAM3D
1.01E-142	0.292001949003762	0.228	0.102	3.33E-138	Squamous Cells	NTN4
3.54E-251	0.291990466465915	0.222	0.071	1.16E-246	Squamous Cells	ARHGAP27
1.01E-159	0.291837880134778	0.205	0.079	3.32E-155	Squamous Cells	OAS3
1.07E-188	0.29010586164819	0.275	0.121	3.5E-184	Squamous Cells	ARHGDIB
4.6E-97	0.289879476244046	0.313	0.189	1.51E-92	Squamous Cells	APOL6
1.67E-294	0.289558992282926	0.181	0.042	5.5E-290	Squamous Cells	MAP3K9
4.1E-100	0.289513468092487	0.469	0.33	1.35E-95	Squamous Cells	RRBP1
1.58E-156	0.289301818305256	0.465	0.301	5.2E-152	Squamous Cells	ARPC2
1.05E-134	0.28838967736244	0.292	0.153	3.46E-130	Squamous Cells	GOLPH3
5.11E-262	0.288338050157788	0.158	0.031	1.68E-257	Squamous Cells	FAM89B
2.46E-98	0.288330062865225	0.429	0.287	8.07E-94	Squamous Cells	ARF1
6.43E-148	0.287365338214022	0.299	0.15	2.11E-143	Squamous Cells	PIM3
0	0.287266980687681	0.162	0.021	0	Squamous Cells	EPHB3
2.58E-143	0.285240280248738	0.207	0.084	8.47E-139	Squamous Cells	STN1
7.82E-143	0.284695965955714	0.255	0.119	2.57E-138	Squamous Cells	MIDN
5.59E-130	0.283964460335498	0.359	0.21	1.84E-125	Squamous Cells	NCOA4
4.25E-226	0.28372648693535	0.44	0.243	1.4E-221	Squamous Cells	ANKRD36C
1.28E-149	0.283710892948215	0.118	0.03	4.22E-145	Squamous Cells	FAM83D
1.57E-214	0.283608203188603	0.389	0.199	5.16E-210	Squamous Cells	IER2
3.52E-102	0.282978833875001	0.402	0.26	1.16E-97	Squamous Cells	RBM47
1.02E-109	0.282901699916766	0.469	0.315	3.36E-105	Squamous Cells	SAP18
2.78E-157	0.282264357510644	0.773	0.591	9.15E-153	Squamous Cells	HLA-B
7.08E-139	0.281329608739815	0.373	0.22	2.33E-134	Squamous Cells	ATP6V0B
6.02E-106	0.280794622366456	0.275	0.148	1.98E-101	Squamous Cells	DHX32
1.28E-168	0.280612249444972	0.277	0.132	4.2E-164	Squamous Cells	ANKRD13A
3.23E-286	0.280555660026226	0.341	0.149	1.06E-281	Squamous Cells	LYPD2
3.21E-28	0.280533027065519	0.189	0.136	1.05E-23	Squamous Cells	GABRP
3.34E-213	0.280245046175368	0.195	0.06	1.1E-208	Squamous Cells	CDC34
1.49E-220	0.280099149586298	0.146	0.032	4.91E-216	Squamous Cells	HIST1H2BC
4.45E-160	0.279324758211498	0.263	0.119	1.46E-155	Squamous Cells	FAM32A
2.14E-173	0.279095681026874	0.246	0.102	7.02E-169	Squamous Cells	HSBP1L1
2.38E-142	0.278718008557805	0.242	0.11	7.81E-138	Squamous Cells	UBALD2
1.22E-186	0.278661863887372	0.33	0.161	4E-182	Squamous Cells	IER5
9.36E-82	0.278656858571472	0.241	0.135	3.08E-77	Squamous Cells	LDHA
3.7E-68	0.278525390910534	0.4	0.288	1.21E-63	Squamous Cells	TXNRD1
1.95E-133	0.278511858770874	0.281	0.142	6.41E-129	Squamous Cells	TFG
8.1E-86	0.278114024400069	0.353	0.225	2.66E-81	Squamous Cells	TOP1
5.94E-110	0.277552159903064	0.33	0.192	1.95E-105	Squamous Cells	ARHGAP32
6.88E-131	0.276785912620898	0.342	0.195	2.26E-126	Squamous Cells	NPEPPS
1.32E-211	0.276468017337937	0.249	0.098	4.33E-207	Squamous Cells	RNF149
0	0.276169167221855	0.141	0.007	0	Squamous Cells	EPHX3
3.93E-153	0.276160883972471	0.271	0.128	1.29E-148	Squamous Cells	UBE2J1
5.64E-114	0.275537462766471	0.327	0.198	1.85E-109	Squamous Cells	SEC31A
2.69E-198	0.275535064376524	0.222	0.081	8.86E-194	Squamous Cells	STX3
0	0.27460679095306	0.139	0.011	0	Squamous Cells	MYEOV
2.16E-152	0.274247709041781	0.269	0.128	7.08E-148	Squamous Cells	SFT2D2
6.3E-96	0.274239248020117	0.458	0.325	2.07E-91	Squamous Cells	PLXNB2
2.35E-124	0.274234123560471	0.293	0.16	7.71E-120	Squamous Cells	RER1
3.19E-176	0.272542010080501	0.226	0.089	1.05E-171	Squamous Cells	RCOR1
6.77E-290	0.272493976359031	0.189	0.046	2.22E-285	Squamous Cells	AGFG2
0	0.272155052250372	0.147	0.014	0	Squamous Cells	VASN
1.62E-121	0.271365974241676	0.3	0.164	5.34E-117	Squamous Cells	MBD2
2.98E-188	0.271044056652809	0.279	0.129	9.79E-184	Squamous Cells	RAB5B
1.19E-145	0.270801496330602	0.243	0.109	3.91E-141	Squamous Cells	STX10
1.79E-207	0.270101051698432	0.236	0.089	5.89E-203	Squamous Cells	MAFG
3.51E-127	0.269966576090122	0.305	0.164	1.15E-122	Squamous Cells	CUL3
3.86E-177	0.26936255513157	0.542	0.346	1.27E-172	Squamous Cells	PPP1R15A
7.76E-43	0.268956277886944	0.16	0.096	2.55E-38	Squamous Cells	LPIN1
9.16E-151	0.268875153386327	0.29	0.146	3.01E-146	Squamous Cells	LAMP2
1.04E-102	0.268555713361611	0.357	0.217	3.42E-98	Squamous Cells	TOB1
1.07E-101	0.267870126126509	0.32	0.188	3.52E-97	Squamous Cells	GNG5
1.06E-163	0.267608009072586	0.287	0.141	3.5E-159	Squamous Cells	ITCH
1.83E-119	0.267356695705655	0.288	0.156	6E-115	Squamous Cells	OSBPL3
5.84E-118	0.267253248828835	0.527	0.386	1.92E-113	Squamous Cells	EIF1
1.88E-168	0.266781997739763	0.234	0.098	6.19E-164	Squamous Cells	SERINC5
9.15E-137	0.26641274887216	0.29	0.15	3.01E-132	Squamous Cells	SCAMP2
4.84E-88	0.265962274634379	0.28	0.164	1.59E-83	Squamous Cells	STK39
3.98E-74	0.265916687724459	0.106	0.042	1.31E-69	Squamous Cells	ZG16B
5.58E-117	0.265554534958569	0.271	0.14	1.83E-112	Squamous Cells	BCL2L1
6.27E-203	0.265178945439257	0.255	0.104	2.06E-198	Squamous Cells	PPM1A
1.43E-93	0.264412029223069	0.377	0.24	4.7E-89	Squamous Cells	LAPTM4A
2.56E-186	0.264399819820425	0.2	0.07	8.43E-182	Squamous Cells	ARL8A
2.26E-77	0.263467672755533	0.362	0.239	7.42E-73	Squamous Cells	EDF1
1.78E-156	0.263005565944355	0.228	0.098	5.86E-152	Squamous Cells	DCAF12
5.64E-130	0.262453066693485	0.349	0.202	1.85E-125	Squamous Cells	SPAG9
2.89E-98	0.262313281105062	0.422	0.278	9.48E-94	Squamous Cells	GUK1
1.47E-129	0.261385848684392	0.325	0.184	4.83E-125	Squamous Cells	ABI1
4.02E-175	0.261202917845848	0.256	0.112	1.32E-170	Squamous Cells	CTDSP2
6.59E-107	0.260334067555504	0.251	0.132	2.17E-102	Squamous Cells	SMC4
2.9E-218	0.26020795921882	0.121	0.022	9.55E-214	Squamous Cells	NR1D1
3.41E-157	0.25994984943045	0.116	0.028	1.12E-152	Squamous Cells	TGFB2
0	0.25969670314145	0.132	0.006	0	Squamous Cells	ABTB2
0	0.259465734420865	0.13	0.004	0	Squamous Cells	MYZAP
3.15E-226	0.259160925645563	0.194	0.058	1.03E-221	Squamous Cells	CNPPD1
1.59E-53	0.259006509365072	0.568	0.471	5.22E-49	Squamous Cells	CAST
2.1E-96	0.258839515012778	0.453	0.307	6.9E-92	Squamous Cells	ATF4
2.29E-240	0.258168866759793	0.186	0.052	7.54E-236	Squamous Cells	RARG
3.71E-151	0.258144432100352	0.189	0.072	1.22E-146	Squamous Cells	RHOV
0	0.258090121361232	0.118	0.011	0	Squamous Cells	GRHL3
1.62E-261	0.257231067673108	0.138	0.026	5.34E-257	Squamous Cells	HMOX1
0	0.257148424668582	0.131	0.011	0	Squamous Cells	LINC01559
5.13E-200	0.257083156981011	0.22	0.08	1.69E-195	Squamous Cells	PLEKHM2
4.91E-138	0.256988941973841	0.177	0.067	1.61E-133	Squamous Cells	USP38
3.99E-269	0.256410396633281	0.19	0.051	1.31E-264	Squamous Cells	PIEZO1
2.8E-155	0.25615592657394	0.312	0.161	9.21E-151	Squamous Cells	BHLHE40
2.33E-132	0.256015757779932	0.252	0.121	7.66E-128	Squamous Cells	GALNT3
1.07E-123	0.255960926979322	0.208	0.093	3.52E-119	Squamous Cells	CXCL16
1.31E-119	0.255581564433477	0.28	0.146	4.3E-115	Squamous Cells	ESRRA
2.1E-161	0.255198077722639	0.216	0.088	6.91E-157	Squamous Cells	RHBDL2
1.08E-95	0.254360278581219	0.355	0.225	3.56E-91	Squamous Cells	ACTR3
1.15E-138	0.254354815742898	0.244	0.115	3.78E-134	Squamous Cells	FOXO3
1.31E-133	0.254329705420972	0.295	0.156	4.29E-129	Squamous Cells	ZBTB38
2.65E-62	0.254166212772905	0.502	0.382	8.71E-58	Squamous Cells	HECTD1
5.5E-200	0.253089042484503	0.262	0.111	1.81E-195	Squamous Cells	VCL
1.1E-87	0.25279777275017	0.292	0.172	3.63E-83	Squamous Cells	CNN3
1.08E-245	0.252045273357149	0.214	0.07	3.54E-241	Squamous Cells	TRIM11
1.27E-71	0.251929174145801	0.256	0.152	4.19E-67	Squamous Cells	RAB31
9.92E-242	0.251486326790888	0.174	0.048	3.26E-237	Squamous Cells	PAX6
4.11E-139	0.251166359205899	0.226	0.101	1.35E-134	Squamous Cells	TCP11L2
7.39E-149	0.250543543240429	0.239	0.107	2.43E-144	Squamous Cells	ANXA3
6.11E-205	0.250025136908915	0.199	0.065	2.01E-200	Squamous Cells	5-Mar
5.29E-137	0.249959932385299	0.24	0.111	1.74E-132	Squamous Cells	USP25
5.21E-136	0.249605471785392	0.328	0.183	1.71E-131	Squamous Cells	ANKLE2
1.23E-39	0.249392994280801	0.273	0.191	4.04E-35	Squamous Cells	SLC38A2
1.03E-76	0.249016652566402	0.513	0.386	3.38E-72	Squamous Cells	LRRFIP1
2.67E-172	0.248203129629745	0.278	0.134	8.79E-168	Squamous Cells	SP1
1.81E-78	0.248078984313001	0.184	0.096	5.96E-74	Squamous Cells	VAV1
6.81E-93	0.247981340879674	0.298	0.173	2.24E-88	Squamous Cells	ICMT
9.75E-100	0.247829195152391	0.557	0.401	3.21E-95	Squamous Cells	BRD2
5.88E-126	0.247697130538552	0.277	0.145	1.93E-121	Squamous Cells	C19orf33
3.26E-245	0.247684866133628	0.183	0.049	1.07E-240	Squamous Cells	ARHGEF10L
2.47E-157	0.247580814888262	0.208	0.081	8.13E-153	Squamous Cells	R3HDM4
2.43E-159	0.247528640303978	0.244	0.11	7.98E-155	Squamous Cells	DENND2C
1.14E-262	0.247403218505	0.139	0.025	3.74E-258	Squamous Cells	MERTK
3.04E-183	0.247214802237873	0.174	0.054	9.99E-179	Squamous Cells	PHF23
1.28E-112	0.246746637466439	0.292	0.16	4.21E-108	Squamous Cells	ATP6V1F
4.93E-256	0.245890875612253	0.254	0.095	1.62E-251	Squamous Cells	MARVELD3
0	0.245729496764513	0.122	0.004	0	Squamous Cells	B3GNT8
5.02E-85	0.245576802921603	0.312	0.19	1.65E-80	Squamous Cells	DYNLRB1
4.38E-167	0.245221238466124	0.231	0.096	1.44E-162	Squamous Cells	FAM120AOS
0	0.244889754964884	0.115	0.009	0	Squamous Cells	CLIC3
2.38E-100	0.244633113296813	0.334	0.205	7.82E-96	Squamous Cells	RAB1A
5.99E-158	0.244420994229019	0.215	0.09	1.97E-153	Squamous Cells	TRIP6
4.1E-111	0.244010828061579	0.43	0.277	1.35E-106	Squamous Cells	BTG1
3.93E-269	0.243762508260287	0.16	0.034	1.29E-264	Squamous Cells	CDKN2A
7.54E-258	0.243362855203454	0.165	0.037	2.48E-253	Squamous Cells	FURIN
1.69E-207	0.243303964259444	0.207	0.072	5.55E-203	Squamous Cells	ABCG1
5.25E-96	0.243110741214876	0.323	0.199	1.72E-91	Squamous Cells	TRAM1
2.55E-145	0.243059634582797	0.272	0.136	8.37E-141	Squamous Cells	CASP4
8.06E-107	0.242740139767188	0.246	0.126	2.65E-102	Squamous Cells	EMC7
9.97E-146	0.241447159770557	0.32	0.175	3.28E-141	Squamous Cells	CAPZB
1.97E-84	0.241378133552415	0.32	0.2	6.48E-80	Squamous Cells	FLII
7.67E-266	0.240971518074834	0.117	0.017	2.52E-261	Squamous Cells	TUBB6
2.6E-189	0.240619628353774	0.19	0.066	8.56E-185	Squamous Cells	NDRG1
2.37864443734239e-312	0.240361287192618	0.17	0.036	0.78E-307	Squamous Cells	KLK11
1.00937611445367e-320	0.240191088384724	0.11	0.011	3.31792022582065e-316	Squamous Cells	CYP2E1
8.3E-283	0.239744555881228	0.157	0.03	2.73E-278	Squamous Cells	REEP4
2.46E-127	0.239639566014231	0.589	0.417	8.1E-123	Squamous Cells	GNAS
6.87E-285	0.239258927487218	0.139	0.022	2.26E-280	Squamous Cells	TICAM1
5.15E-103	0.238834153816272	0.21	0.103	1.69E-98	Squamous Cells	DDIT3
2.39E-133	0.238650776760801	0.149	0.052	7.87E-129	Squamous Cells	EFNB2
1.32E-165	0.238074300465276	0.274	0.129	4.34E-161	Squamous Cells	SIRT7
1.46E-145	0.238003405017912	0.293	0.151	4.78E-141	Squamous Cells	PTP4A1
1.28E-125	0.237857157709365	0.281	0.147	4.22E-121	Squamous Cells	SYNGR2
2.61E-199	0.237792527094108	0.208	0.073	8.58E-195	Squamous Cells	JOSD1
4.74E-114	0.236897977456564	0.167	0.068	1.56E-109	Squamous Cells	STS
5.74E-134	0.236865353270715	0.249	0.118	1.89E-129	Squamous Cells	ZDHHC3
7.04E-128	0.236811476102908	0.659	0.487	2.31E-123	Squamous Cells	HLA-A
3.13E-77	0.235884605567386	0.152	0.071	1.03E-72	Squamous Cells	BPGM
4.41E-190	0.235367423221821	0.18	0.059	1.45E-185	Squamous Cells	GPR157
1.23E-95	0.235237898894869	0.284	0.163	4.04E-91	Squamous Cells	SMG7
2.63E-186	0.234830188058835	0.166	0.05	8.66E-182	Squamous Cells	TNFAIP1
9.25E-126	0.234726251017466	0.277	0.145	3.04E-121	Squamous Cells	YAP1
1.94E-215	0.234616930308532	0.19	0.059	6.38E-211	Squamous Cells	PLEKHM1
1.43E-178	0.233378561659496	0.2	0.074	4.69E-174	Squamous Cells	LNX1
1.08E-133	0.232466407911748	0.177	0.069	3.54E-129	Squamous Cells	CSRNP1
1.85E-124	0.232056180009943	0.264	0.135	6.08E-120	Squamous Cells	ZDHHC13
9.89E-110	0.23197957310757	0.52	0.361	3.25E-105	Squamous Cells	OAZ1
2.34E-136	0.231771359520086	0.21	0.09	7.68E-132	Squamous Cells	MACO1
7.51E-110	0.231549107272084	0.283	0.158	2.47E-105	Squamous Cells	UBE2K
1.98E-292	0.231495850414352	0.13	0.022	6.5E-288	Squamous Cells	VWF
2.65E-207	0.231318195390539	0.188	0.06	8.72E-203	Squamous Cells	ACAD8
3.06E-258	0.230992509666843	0.204	0.065	1E-253	Squamous Cells	LYPLA1
8.24E-196	0.23037382467536	0.162	0.047	2.71E-191	Squamous Cells	MIER3
1.72E-70	0.229797576501659	0.201	0.11	5.64E-66	Squamous Cells	ATP1B3
1.42E-83	0.229781199284675	0.248	0.141	4.66E-79	Squamous Cells	ASCC2
2.71E-126	0.229126610227892	0.238	0.116	8.91E-122	Squamous Cells	ZDHHC5
1.41E-221	0.229019906163391	0.197	0.067	4.65E-217	Squamous Cells	DCLRE1C
4.13E-111	0.228939196166374	0.332	0.198	1.36E-106	Squamous Cells	WAC
4.3E-106	0.228789247303703	0.25	0.13	1.41E-101	Squamous Cells	SLC39A7
2.23E-184	0.228494833796525	0.21	0.08	7.32E-180	Squamous Cells	RAP2B
1.71E-98	0.228233770110309	0.197	0.094	5.63E-94	Squamous Cells	SMS
1.78E-92	0.22798917871465	0.361	0.228	5.84E-88	Squamous Cells	OS9
2.71E-129	0.227959890522747	0.227	0.104	8.91E-125	Squamous Cells	YIPF3
2.23E-114	0.227933499640288	0.226	0.108	7.34E-110	Squamous Cells	RETREG2
1.46E-150	0.227832137529122	0.275	0.14	4.8E-146	Squamous Cells	NIPAL3
1.57E-232	0.227824200215216	0.206	0.069	5.16E-228	Squamous Cells	VSIG10
0	0.227772176396116	0.147	0.023	0	Squamous Cells	PLCD3
7.67E-112	0.227652518628639	0.301	0.169	2.52E-107	Squamous Cells	RNF145
2.48E-152	0.227448060768434	0.223	0.095	8.16E-148	Squamous Cells	GOLGA7
3.54E-111	0.22693323091968	0.203	0.093	1.16E-106	Squamous Cells	NBL1
5.27E-131	0.226683855302817	0.517	0.36	1.73E-126	Squamous Cells	CD63
1.62E-119	0.226127766076351	0.497	0.335	5.32E-115	Squamous Cells	NACA
2.14E-82	0.225931339591055	0.201	0.103	7.02E-78	Squamous Cells	DNTTIP1
3.24E-139	0.225414742733061	0.208	0.089	1.06E-134	Squamous Cells	ZRANB1
8.25E-160	0.225284919800753	0.202	0.081	2.71E-155	Squamous Cells	IL1R1
5.35E-151	0.225241788538891	0.262	0.128	1.76E-146	Squamous Cells	NRBP1
3.72E-109	0.224895887440126	0.245	0.125	1.22E-104	Squamous Cells	PYGL
0	0.224714678226289	0.167	0.031	0	Squamous Cells	MAF
5.39E-300	0.22372725431346	0.142	0.024	1.77E-295	Squamous Cells	PMEPA1
1.11E-94	0.222896448281808	0.299	0.18	3.66E-90	Squamous Cells	WASF2
2.84E-174	0.222854635753883	0.24	0.104	9.35E-170	Squamous Cells	YPEL2
1.55E-169	0.222847306956596	0.31	0.158	5.09E-165	Squamous Cells	TSC22D3
2.73E-89	0.222154928124326	0.288	0.168	8.96E-85	Squamous Cells	MEA1
7.92E-94	0.221928303409617	0.303	0.184	2.6E-89	Squamous Cells	SH3GLB1
5.08E-126	0.221893549651095	0.144	0.049	1.67E-121	Squamous Cells	NBDY
1.93E-150	0.22168795157836	0.392	0.231	6.33E-146	Squamous Cells	CXCL17
1.4E-84	0.221678914831304	0.126	0.05	4.59E-80	Squamous Cells	VAMP5
5.84E-166	0.221044987269356	0.18	0.063	1.92E-161	Squamous Cells	MAFK
1.68E-70	0.220809108415068	0.55	0.443	5.53E-66	Squamous Cells	GLUL
7.82E-203	0.220445727401277	0.221	0.085	2.57E-198	Squamous Cells	PTPN12
6.67E-116	0.220002106881613	0.334	0.197	2.19E-111	Squamous Cells	C16orf72
1.03E-130	0.219960103013487	0.234	0.11	3.39E-126	Squamous Cells	FEM1B
5.2E-89	0.219799016796068	0.326	0.204	1.71E-84	Squamous Cells	GNB1
1.92E-137	0.219485815414976	0.251	0.12	6.31E-133	Squamous Cells	NAPA
8.9E-78	0.218729145888873	0.337	0.218	2.92E-73	Squamous Cells	PTBP3
9.95E-166	0.21853214238056	0.245	0.109	3.27E-161	Squamous Cells	CRK
6.04E-55	0.218528003781145	0.226	0.144	1.99E-50	Squamous Cells	NR4A2
2.26E-100	0.217289217267473	0.219	0.111	7.41E-96	Squamous Cells	SERTAD1
3.5E-143	0.217096137450558	0.218	0.095	1.15E-138	Squamous Cells	KCNK1
4.49E-185	0.216953864353979	0.154	0.045	1.48E-180	Squamous Cells	SESN2
9.75E-124	0.216949849662374	0.154	0.058	3.21E-119	Squamous Cells	ARRDC2
2.03E-84	0.216810099749896	0.282	0.167	6.68E-80	Squamous Cells	NR2F6
1.23E-145	0.216564667219786	0.248	0.118	4.05E-141	Squamous Cells	USF2
7.16E-132	0.21652483983277	0.227	0.106	2.35E-127	Squamous Cells	MAP3K8
1.5E-105	0.216183340618442	0.327	0.194	4.94E-101	Squamous Cells	MKRN1
5.71E-68	0.215906347916582	0.332	0.22	1.88E-63	Squamous Cells	RAB10
1.12E-122	0.214495466957694	0.208	0.093	3.7E-118	Squamous Cells	DVL3
2.51E-107	0.213372844533617	0.213	0.102	8.25E-103	Squamous Cells	VAMP3
1.49E-109	0.212960654906586	0.207	0.099	4.89E-105	Squamous Cells	TMCO4
1.14E-87	0.212914772908973	0.298	0.185	3.73E-83	Squamous Cells	MARCKS
2.69E-116	0.212769159969053	0.501	0.345	8.83E-112	Squamous Cells	DSTN
3.87E-105	0.212513495237776	0.269	0.146	1.27E-100	Squamous Cells	BNIP3L
1.43E-84	0.212301861979186	0.463	0.326	4.69E-80	Squamous Cells	MYL12B
2.98E-223	0.212252633423096	0.364	0.182	9.78E-219	Squamous Cells	ZFP36
1.09E-128	0.212000347944033	0.296	0.161	3.59E-124	Squamous Cells	EMC3
9.36E-141	0.211320025550731	0.237	0.11	3.08E-136	Squamous Cells	TBC1D15
7.73E-213	0.211112146836315	0.142	0.033	2.54E-208	Squamous Cells	RHBDF1
1.16E-94	0.210911334240926	0.306	0.183	3.83E-90	Squamous Cells	WDR26
3.16E-116	0.210710404078011	0.307	0.176	1.04E-111	Squamous Cells	TUT7
2.62E-134	0.209838451374668	0.206	0.09	8.61E-130	Squamous Cells	VDAC2
6.3E-96	0.209785752353537	0.289	0.169	2.07E-91	Squamous Cells	AFTPH
1.94E-67	0.209716734036102	0.234	0.137	6.38E-63	Squamous Cells	TMEM45B
3.47E-76	0.209509161443421	0.334	0.216	1.14E-71	Squamous Cells	TC2N
3.54E-77	0.209409889377775	0.246	0.141	1.16E-72	Squamous Cells	FUCA1
3.29E-123	0.209203057143324	0.132	0.043	1.08E-118	Squamous Cells	PAX9
2.84E-64	0.209159657953033	0.231	0.137	9.35E-60	Squamous Cells	TMEM160
2.18E-109	0.20898693886793	0.261	0.142	7.16E-105	Squamous Cells	MKNK2
1.97E-218	0.208858846046017	0.17	0.048	6.47E-214	Squamous Cells	AMOTL2
9.71E-224	0.208607341782342	0.231	0.088	3.19E-219	Squamous Cells	MPP5
5.16E-121	0.208500380925832	0.261	0.136	1.7E-116	Squamous Cells	POLR2K
0	0.208497984697768	0.157	0.028	0	Squamous Cells	ARHGAP10
1.05E-80	0.208412820165312	0.374	0.249	3.45E-76	Squamous Cells	BTF3
1.95E-64	0.208327034104904	0.231	0.138	6.42E-60	Squamous Cells	H1FX
3.42E-140	0.208184683805754	0.226	0.104	1.13E-135	Squamous Cells	IFRD1
1.45E-204	0.208095365703954	0.203	0.072	4.77E-200	Squamous Cells	RIT1
